airport_ident,type,description,frequency_mhz
YMYT,MISC,MISC,119.5
YMYV,CTAF,CTAF,122.6
YMYV,MISC,MISC,121.2
YMYW,CTAF,CTAF,122.1
YMYW,MISC,MISC,124.3
YMYY,CTAF,CTAF,118.2
YMYY,MISC,MISC,114.2
YMYY,MISC,MISC,122.3
YMYY,MISC,MISC,125
YMZI,CTAF,CTAF,118.4
YMZI,MISC,MISC,112.9
YMZI,MISC,MISC,122.6
YNAB,CTAF,CTAF,124.1
YNAB,MISC,MISC,120
YNAN,CTAF,CTAF,121.2
YNAN,MISC,MISC,112.2
YNAN,MISC,MISC,122.3
YNAN,MISC,MISC,133.05
YNAP,CTAF,CTAF,121.2
YNAP,MISC,MISC,112.2
YNAP,MISC,MISC,122.3
YNAP,MISC,MISC,133.05
YNAR,CTAF,CTAF,126.7
YNAR,FSS,MELBOURNE CNTR,126
YNBR,CTAF,CTAF,126.7
YNBR,FSS,BRISBANE CNTR,127.1
YNCD,CTAF,CTAF,118.8
YNCD,MISC,MISC,116.5
YNCD,MISC,MISC,119.6
YNCD,MISC,MISC,125.8
YNCS,CTAF,CTAF,119.8
YNCS,MISC,MISC,119.6
YNCS,MISC,MISC,125.4
YNDG,CTAF,CTAF,125.4
YNDR,CTAF,CTAF,122.2
YNDR,MISC,MISC,119.6
YNDR,MISC,MISC,128.1
YNDS,CTAF,CTAF,128.55
YNDS,MISC,MISC,122.4
YNDS,MISC,MISC,123.9
YNES,CTAF,CTAF,126.7
YNES,MISC,MISC,119.6
YNES,MISC,MISC,125.4
YNGB,CTAF,CTAF,122.4
YNGB,MISC,MISC,112.2
YNGB,MISC,MISC,122.3
YNGB,MISC,MISC,133.05
YNGU,CTAF,CTAF,126.7
YNGU,FSS,BRISBANE CNTR,122.6
YNHL,CTAF,CTAF,126.7
YNHL,FSS,MELBOURNE CNTR,125.8
YNHP,CTAF,CTAF,124.2
YNHP,MISC,MISC,119.6
YNHP,MISC,MISC,128.1
YNHS,CTAF,CTAF,122.6
YNHS,MISC,MISC,112.2
YNHS,MISC,MISC,122.3
YNHS,MISC,MISC,133.05
YNHV,CTAF,CTAF,119.8
YNHV,MISC,MISC,119.6
YNHV,MISC,MISC,125.4
YNIC,CTAF,CTAF,126.7
YNIC,MISC,MISC,122.6
YNIG,CTAF,CTAF,126.7
YNIG,MISC,MISC,122.6
YNIN,CTAF,CTAF,126.7
YNKA,CTAF,CTAF,119.8
YNKA,MISC,MISC,122.6
YNMN,CTAF,CTAF,119.4
YNMN,MISC,MISC,122.4
YNMN,MISC,MISC,123.9
YNNT,CTAF,CTAF,125.9
YNNT,MISC,MISC,120
YNOC,CTAF,CTAF,118.8
YNOC,MISC,MISC,116.5
YNOC,MISC,MISC,119.6
YNOC,MISC,MISC,125.8
YNOF,CTAF,CTAF,122.4
YNOF,MISC,MISC,124.6
YNON,CTAF,CTAF,119.8
YNON,MISC,MISC,122.6
YNOO,CTAF,CTAF,118.8
YNOO,MISC,MISC,124.6
YNPA,CTAF,CTAF,126.7
YNPB,CTAF,CTAF,119.8
YNPB,MISC,MISC,120
YNPD,CTAF,CTAF,122.1
YNPD,MISC,MISC,120
YNPE,CTAF,CTAF,126.5
YNPE,FSS,BRISBANE CNTR,120.3
YNPU,CTAF,CTAF,121.2
YNPU,MISC,MISC,119.6
YNPU,MISC,MISC,125.4
YNRB,CTAF,CTAF,125.1
YNRB,MISC,MISC,121.8
YNRB,MISC,MISC,124.1
YNRB,MISC,MISC,125.4
YNRC,CTAF,CTAF,126.7
YNRC,FSS,MELBOURNE CNTR,125.8
YNRG,CTAF,CTAF,134
YNRG,MISC,MISC,119.6
YNRG,MISC,MISC,125.4
YNRL,CTAF,CTAF,126.7
YNRL,MISC,MISC,122.4
YNRL,MISC,MISC,123.9
YNRM,CTAF,CTAF,126.7
YNRM,FSS,MELBOURNE CNTR,123.9
YNRR,CTAF,CTAF,121.85
YNRR,MISC,MISC,119.6
YNRR,MISC,MISC,128.1
YNRV,CTAF,CTAF,126.7
YNRV,FSS,MELBOURNE CNTR,133.2
YNSH,CTAF,CTAF,127.1
YNSH,MISC,MISC,124.6
YNSM,CTAF,CTAF,119.823
YNSM,MISC,MISC,122.6
YNTM,CTAF,CTAF,128.1
YNTN,CTAF,CTAF,126.7
YNTN,FSS,BRISBANE CNTR,118.6
YNUB,CTAF,CTAF,122.1
YNUB,MISC,MISC,119.6
YNUB,MISC,MISC,128.1
YNUD,CTAF,CTAF,124.1
YNUD,MISC,MISC,120
YNUE,CTAF,CTAF,122.2
YNUE,MISC,MISC,119.6
YNUE,MISC,MISC,128.1
YNUJ,CTAF,CTAF,124.2
YNUJ,MISC,MISC,119.6
YNUJ,MISC,MISC,128.1
YNUL,CTAF,CTAF,126.7
YNUL,MISC,MISC,123.4
YNUM,CTAF,CTAF,126.7
YNUM,FSS,BRISBANE CNTR,122.2
YNUT,CTAF,CTAF,122.2
YNUT,MISC,MISC,119.6
YNUT,MISC,MISC,128.1
YNVE,CTAF,CTAF,125.8
YNVE,MISC,MISC,122.4
YNVE,MISC,MISC,123.9
YNVL,CTAF,CTAF,126.7
YNVL,MISC,MISC,118.6
YNVL,MISC,MISC,121.3
YNWL,CTAF,CTAF,119.8
YNWL,MISC,MISC,122.6
YNWN,CTAF,CTAF,126.7
YNWN,FSS,MELBOURNE CNTR,123.4
YNWT,CTAF,CTAF,126.7
YNWT,MISC,MISC,119.6
YNWT,MISC,MISC,125.4
YNYG,CTAF,CTAF,122.2
YNYG,MISC,MISC,119.6
YNYG,MISC,MISC,128.1
YNYM,CTAF,CTAF,124.9
YNYM,MISC,MISC,121.2
YNYM,MISC,MISC,122.2
YNYN,CTAF,CTAF,126.7
YNYN,FSS,MELBOURNE CNTR,120
YNYP,CTAF,CTAF,121.85
YNYP,MISC,MISC,119.6
YNYP,MISC,MISC,128.1
YOAD,CTAF,CTAF,119.8
YOAD,MISC,MISC,124.1
YOAP,CTAF,CTAF,122.1
YOAP,MISC,MISC,119.6
YOAP,MISC,MISC,122
YOAS,CTAF,CTAF,124.55
YOAS,MISC,MISC,118.8
YOAS,MISC,MISC,125.3
YODA,CTAF,CTAF,122.1
YODA,MISC,MISC,120.6
YODA,MISC,MISC,120.7
YODL,CTAF,CTAF,118.8
YODL,MISC,MISC,121.3
YODL,MISC,MISC,124
YOEN,CTAF,KAKADU AREA,126.7
YOEN,FSS,BRISBANE CNTR,124.1
YOI,TFC,,128.9
YOIT,CTAF,CTAF,122.1
YOIT,MISC,MISC,121.3
YOIT,MISC,MISC,124
YOKE,CTAF,CTAF,122.3
YOKE,MISC,MISC,112.9
YOKE,MISC,MISC,121.2
YOKE,MISC,MISC,121.3
YOKV,CTAF,CTAF,122.1
YOKV,MISC,MISC,119.6
YOKV,MISC,MISC,128.1
YOLA,CTAF,CTAF,126.7
YOLA,MISC,MISC,123
YOLA,MISC,MISC,125.8
YOLD,CTAF,CTAF,126.6
YOLD,AWIS,Weather Service,128.05
YOLD,FIA,MELBOURNE CENTRE,122
YOLW,CTAF,CTAF,120.1
YOLW,MISC,MISC,122.4
YOMI,CTAF,CTAF,126.5
YOMI,MISC,MISC,112.9
YOMI,MISC,MISC,121.2
YOMI,MISC,MISC,121.3
YOMO,CTAF,CTAF,125.2
YOMO,MISC,MISC,112.9
YOMO,MISC,MISC,121.2
YOMO,MISC,MISC,121.3
YOOD,CTAF,CTAF,126.7
YOOD,MISC,MISC,120.6
YOOD,MISC,MISC,120.7
YOOK,CTAF,CTAF,126.7
YOOK,MISC,MISC,124.1
YOOM,CTAF,CTAF,126.7
YOOM,FSS,MELBOURNE CNTR,119.5
YOOO,CTAF,CTAF,122.6
YOOO,MISC,MISC,132.9
YORA,CTAF,CTAF,126.7
YORA,MISC,MISC,119.5
YORB,CTAF,CTAF,126.7
YORB,MISC,MISC,121.3
YORB,MISC,MISC,124
YORG,CTAF,CTAF,119
YORG,FSS,MELBOURNE CNTR,135.25
YORR,CTAF,CTAF,120.3
YORR,MISC,MISC,120.6
YORR,MISC,MISC,120.7
YORR,MISC,MISC,123.9
YORT,CTAF,CTAF,122.1
YORT,MISC,MISC,120.6
YORT,MISC,MISC,120.7
YORV,CTAF,CTAF,122.1
YORV,MISC,MISC,120.6
YORV,MISC,MISC,120.7
YORW,CTAF,CTAF,122.1
YORW,MISC,MISC,120.6
YORW,MISC,MISC,120.7
YOTN,CTAF,CTAF,120.15
YOTN,MISC,MISC,112.9
YOTN,MISC,MISC,121.2
YOTN,MISC,MISC,121.3
YOUN,CTAF,CTAF,120.7
YOUN,MISC,MISC,119.6
YOUN,MISC,MISC,122.4
YOUY,CTAF,CTAF,118.8
YOUY,MISC,MISC,121.3
YOUY,MISC,MISC,124
YPAC,CTAF,CTAF,124.1
YPAD,GND,GND,121.7
YPAD,TWR,TWR,120.5
YPAD,ATIS,ATIS,116.4
YPAD,ATIS,,134.5
YPAD,APP/DEP,Approach (East),118.2
YPAD,APP/DEP,Approach (West),124.2
YPAD,CLD,CLNC DEL,126.1
YPAG,CTAF,CTAF,126.7
YPAG,FSS,MELBOURNE CNTR,123.9
YPAM,CTAF,CTAF,126.7
YPAM,APP,TOWNSVILLE APP,126.8
YPAM,FSS,BRISBANE CNTR,120.55
YPAY,CTAF,CTAF,125.4
YPAY,MISC,MISC,120.6
YPAY,MISC,MISC,120.7
YPBH,CTAF,CTAF,126.824
YPBH,MISC,MISC,113.4
YPBH,MISC,MISC,119.6
YPBO,CTAF,CTAF,126.7
YPBO,FSS,MELBOURNE CNTR,125.7
YPCC,CTAF,CTAF,118.1
YPCC,FSS,BRISBANE FIS,347.6
YPCE,CTAF,CTAF,120.6
YPCE,MISC,MISC,120.2
YPCE,MISC,MISC,122.1
YPCE,MISC,MISC,124.95
YPCH,CTAF,CTAF,126.7
YPCH,MISC,MISC,113.4
YPCH,MISC,MISC,119.6
YPDI,CTAF,CTAF,125.4
YPDI,MISC,MISC,120.6
YPDI,MISC,MISC,120.7
YPDN,GND,GND,121.8
YPDN,TWR,TWR,133.1
YPDN,DEP,DEP,123
YPDN,ATIS,ATIS,112.6
YPDN,A/D,APP,125.2
YPDN,ARTC,BRISBANE CNTR,118.15
YPDN,CLD,CLNC DEL,126.8
YPDN,MISC,RAAF AIR OPS,897.4
YPDO,CTAF,CTAF,122
YPDO,MISC,MISC,130.449
YPDY,CTAF,CTAF,121.8
YPDY,MISC,MISC,120.6
YPDY,MISC,MISC,120.7
YPEA,GND,GND,127.25
YPEA,TWR,TWR,118.3
YPEA,CTAF,CTAF,118.3
YPEA,APP,APP,130.2
YPEA,DEP,DEP,135.9
YPEA,ATIS,ATIS,34
YPEA,A/D,PERTH DEP,118.7
YPEA,ACC,MELBOURNE CNTR,125.2
YPEA,CLD,CLNC DEL,134.1
YPEA,DIR,PERTH APP,123.6
YPED,GND,GND,134.1
YPED,TWR,TWR,118.3
YPED,CTAF,CTAF,118.3
YPED,APP,ADELAIDE APP,128.6
YPED,ATIS,ATIS,31.63
YPED,FSS,FLIGHTWATCH,128.6
YPEF,CTAF,CTAF,121.6
YPEF,MISC,MISC,135.7
YPFT,CTAF,CTAF,118.1
YPFT,MISC,MISC,118.8
YPGH,CTAF,CTAF,134.2
YPGH,MISC,MISC,123.05
YPGV,CTAF,CTAF,127.8
YPGV,FSS,BRISBANE CNTR,125
YPID,CTAF,CTAF,119.1
YPID,MISC,MISC,120.5
YPID,MISC,MISC,125.9
YPIN,CTAF,CTAF,118.2
YPIN,MISC,MISC,120.5
YPIN,MISC,MISC,125.9
YPIR,CTAF,CTAF,126.7
YPIR,FSS,MELBOURNE CNTR,123.9
YPIX,CTAF,CTAF,123.9
YPIX,MISC,MISC,123.05
YPJI,CTAF,CTAF,124.8
YPJI,MISC,MISC,123.05
YPJT,GND,GND,124.3
YPJT,TWR,TWR,118.1
YPJT,CTAF,CTAF,118.1
YPJT,ATIS,ATIS,128.65
YPJT,CLD,CLNC DEL,132.95
YPJT,FSS,RADAR,135.25
YPKA,CTAF,CTAF,127.35
YPKA,FSS,MELBOURNE CNTR,122.4
YPKE,CTAF,CTAF,122.6
YPKE,MISC,MISC,130.449
YPKG,CTAF,CTAF,126.6
YPKG,FSS,MELBOURNE CNTR,122.1
YPKG,UNIC,UNICOM AIR BP,126.6
YPKH,CTAF,CTAF,113.4
YPKH,MISC,MISC,119.6
YPKI,CTAF,CTAF,122
YPKI,MISC,MISC,130.449
YPKL,CTAF,CTAF,122.424
YPKL,MISC,MISC,113.7
YPKL,MISC,MISC,120.6
YPKL,MISC,MISC,135.5
YPKS,CTAF,CTAF,126.7
YPKS,AWIS,,128.55
YPKS,FSS,MELBOURNE CNTR,135.25
YPKS,PAL,,119.6
YPKT,CTAF,CTAF,126.7
YPKT,FSS,BRISBANE CNTR,118.15
YPKU,CTAF,CTAF,127
YPKU,FSS,BRISBANE CNTR,122.4
YPLC,CTAF,CTAF,126.7
YPLC,FSS,MELBOURNE CNTR,125.9
YPLG,CTAF,CTAF,119.1
YPLG,MISC,MISC,120.5
YPLG,MISC,MISC,125.9
YPLI,CTAF,CTAF,120.3
YPLI,MISC,MISC,121.3
YPLI,MISC,MISC,124
YPLL,CTAF,CTAF,122.6
YPLL,MISC,MISC,130.449
YPLM,GND,GND,25.93
YPLM,TWR,TWR,25.78
YPLM,CTAF,CTAF,118.3
YPLM,APP,APP,120.5
YPLM,FSS,MELBOURNE CNTR,125.9
YPLU,CTAF,CTAF,124.3
YPLU,MISC,MISC,123.05
YPMB,CTAF,CTAF,124.3
YPMB,MISC,MISC,123.05
YPME,CTAF,CTAF,118.15
YPME,MISC,MISC,120.6
YPME,MISC,MISC,120.7
YPMP,CTAF,CTAF,126.7
YPMP,FSS,BRISBANE CNTR,118.2
YPMQ,CTAF,CTAF,118.1
YPMQ,FSS,BRISBANE CNTR,120.55
YPNC,CTAF,CTAF,122.6
YPNC,MISC,MISC,123.05
YPNG,CTAF,CTAF,122.1
YPNG,MISC,MISC,123.05
YPNI,CTAF,CTAF,130.9
YPNI,MISC,MISC,119.6
YPNI,MISC,MISC,123.9
YPNN,CTAF,CTAF,124.3
YPNN,MISC,MISC,123.05
YPNW,CTAF,CTAF,125.4
YPNW,MISC,MISC,120.6
YPNW,MISC,MISC,120.7
YPOD,CTAF,CTAF,126.7
YPOD,FSS,MELBOURNE CNTR,125.8
YPOK,CTAF,CTAF,126
YPOK,MISC,MISC,125.2
YPPD,CTAF,CTAF,119.9
YPPD,FSS,MELBOURNE CNTR,118.6
YPPF,GND,PARAFIELD GND,119.9
YPPF,TWR,PARAFIELD TWR,118.7
YPPF,TWR,PARAFIELD TWR,124.6
YPPF,CTAF,CTAF,118.7
YPPF,ATIS,ATIS,120.9
YPPH,DEL,DEL,118.55
YPPH,GND,GND,121.7
YPPH,GND,GND,122.2
YPPH,TWR,TWR,127.4
YPPH,ATIS,ATIS,123.8
YPPH,APP/DEL,APP/DEL,123.6
YPPH,APP/DEP,APP/DEP,132.95
YPPH,CTR,PERTH RADAR,135.25
YPPH,D,D,118.7
YPPH,OPS,RAAF AIR OPS,897.4
YPRA,CTAF,CTAF,125.8
YPRA,MISC,MISC,124.1
YPRA,MISC,MISC,125.8
YPRE,CTAF,CTAF,127.1
YPRE,MISC,MISC,124.1
YPRE,MISC,MISC,125.8
YPSH,CTAF,CTAF,126
YPSH,MISC,MISC,123.05
YPTB,CTAF,CTAF,123.9
YPTB,MISC,MISC,123.05
YPTJ,CTAF,CTAF,130.9
YPTJ,MISC,MISC,130.449
YPTN,GND,GND,135.85
YPTN,TWR,TWR,119.7
YPTN,CTAF,CTAF,119.7
YPTN,APP,APP,120.95
YPTN,ATIS,ATIS,112.3
YPTN,CLD,CLNC DEL,128.1
YPTN,FSS,BRISBANE CNTR,122.6
YPUA,CTAF,CTAF,118.15
YPUA,MISC,MISC,120.6
YPUA,MISC,MISC,120.7
YPUN,CTAF,CTAF,130.9
YPUN,MISC,MISC,119.6
YPUN,MISC,MISC,123.9
YPVD,CTAF,CTAF,118.8
YPVD,MISC,MISC,120.5
YPVD,MISC,MISC,125.9
YPWH,CTAF,CTAF,118.2
YPWH,MISC,MISC,120.5
YPWH,MISC,MISC,125.9
YPWR,GND,GND,25.93
YPWR,TWR,TWR,25.78
YPWR,CTAF,CTAF,118.3
YPWR,FSS,MELBOURNE CNTR,122
YPXM,CTAF,CTAF,122.8
YPXM,FSS,RDO,347
YPYA,CTAF,Palmyra Traffic,126.7
YPYD,CTAF,CTAF,125.8
YPYD,MISC,MISC,113.7
YPYD,MISC,MISC,120.6
YPYD,MISC,MISC,135.5
YPYF,CTAF,CTAF,124.8
YPYF,MISC,MISC,130.449
YQBE,CTAF,CTAF,120
YQBE,MISC,MISC,113.7
YQBE,MISC,MISC,120.6
YQBE,MISC,MISC,135.5
YQBK,CTAF,CTAF,125.8
YQBK,MISC,MISC,113.7
YQBK,MISC,MISC,120.6
YQBK,MISC,MISC,135.5
YQDG,CTAF,CTAF,123.4
YQDG,MISC,MISC,119.6
YQDG,MISC,MISC,123.9
YQDI,CTAF,CTAF,127.8
YQDI,FSS,BRISBANE CNTR,127.1
YQLP,CTAF,CTAF,126.7
YQLP,FSS,BRISBANE CNTR,118.8
YQNS,CTAF,CTAF,124.2
YQNS,FIA,Melbourne Center,123.95
YQON,CTAF,CTAF,123.4
YQON,MISC,MISC,119.6
YQON,MISC,MISC,123.9
YQRN,CTAF,CTAF,123.9
YQRN,MISC,MISC,119.6
YQRN,MISC,MISC,123.9
YQUE,CTAF,CTAF,124.9
YQUE,MISC,MISC,124.1
YRAG,CTAF,CTAF,125.8
YRAG,MISC,MISC,125.3
YRAG,MISC,MISC,127.1
YRAM,CTAF,CTAF,118.8
YRAM,MISC,MISC,125.3
YRAM,MISC,MISC,127.1
YRAT,CTAF,Abrolhos traffic,127.1
YRAW,CTAF,CTAF,134.2
YRAW,MISC,MISC,119.6
YRAW,MISC,MISC,123.9
YRBB,CTAF,CTAF,124.6
YRBB,MISC,MISC,125.3
YRBB,MISC,MISC,127.1
YRBE,CTAF,CTAF,126.7
YRBE,MISC,MISC,122.3
YRBE,MISC,MISC,124.3
YRBM,CTAF,CTAF,123.4
YRBM,MISC,MISC,119.6
YRBM,MISC,MISC,123.9
YRBN,CTAF,,127.3
YRBR,CTAF,CTAF,121.8
YRBR,MISC,MISC,122.3
YRBR,MISC,MISC,124.3
YRBT,CTAF,CTAF,132.1
YRBT,MISC,MISC,119.6
YRBT,MISC,MISC,123.9
YRDA,CTAF,CTAF,123.9
YRDA,MISC,MISC,119.6
YRDA,MISC,MISC,122.4
YRDM,CTAF,CTAF,123.4
YRDM,MISC,MISC,119.6
YRDM,MISC,MISC,123.9
YRDY,CTAF,CTAF,123.4
YRDY,MISC,MISC,119.6
YRDY,MISC,MISC,123.9
YRED,CTAF,CTAF,127.15
YRED,MISC,MISC,122.8
YRED,MISC,BRISBANE CNTR,125.7
YREN,CTAF,CTAF,126.7
YREN,FSS,MELBOURNE CNTR,124.3
YRHL,CTAF,CTAF,123.4
YRHL,MISC,MISC,119.6
YRHL,MISC,MISC,123.9
YRID,CTAF,CTAF,126.7
YRID,MISC,MISC,135.7
YRKE,CTAF,CTAF,122.4
YRKE,MISC,MISC,116.9
YRKE,MISC,MISC,119.6
YRKE,MISC,MISC,120.7
YRKS,CTAF,CTAF,122.4
YRKS,MISC,MISC,116.9
YRKS,MISC,MISC,119.6
YRKS,MISC,MISC,120.7
YRLE,CTAF,CTAF,125.7
YRLE,MISC,MISC,122.3
YRLE,MISC,MISC,124.3
YRLL,CTAF,CTAF,122.3
YRLL,MISC,MISC,116.9
YRLL,MISC,MISC,119.6
YRLL,MISC,MISC,120.7
YRMD,CTAF,CTAF,126.7
YRMD,FSS,BRISBANE CNTR,123.95
YRNG,CTAF,CTAF,126.7
YRNG,FSS,BRISBANE CNTR,123.4
YRNW,CTAF,CTAF,119.8
YRNW,MISC,MISC,122.3
YRNW,MISC,MISC,124.3
YROB,CTAF,CTAF,119.8
YROE,CTAF,CTAF,122.4
YROE,MISC,MISC,122.3
YROE,MISC,MISC,124.3
YROI,CTAF,CTAF,122.3
YROI,MISC,MISC,119.8
YROI,MISC,MISC,122.1
YROK,CTAF,CTAF,125.7
YROK,MISC,MISC,122.3
YROK,MISC,MISC,124.3
YROM,CTAF,CTAF,126.7
YROM,FSS,BRISBANE CNTR,126
YROT,CTAF,CTAF,119.8
YROT,MISC,MISC,122.3
YROT,MISC,MISC,124.3
YROV,CTAF,CTAF,119.8
YROV,MISC,MISC,122.3
YROV,MISC,MISC,124.3
YRRB,CTAF,CTAF,122.4
YRRB,MISC,MISC,122.3
YRRB,MISC,MISC,124.3
YRRG,CTAF,CTAF,126.7
YRRG,MISC,MISC,122.3
YRRG,MISC,MISC,124.3
YRRR,CTAF,CTAF,123.4
YRRR,MISC,MISC,119.6
YRRR,MISC,MISC,123.9
YRSB,CTAF,CTAF,126.7
YRSB,MISC,MISC,126.8
YRSK,CTAF,CTAF,126.7
YRSK,MISC,MISC,122.3
YRSK,MISC,MISC,124.3
YRSV,CTAF,CTAF,124.8
YRSV,MISC,MISC,126.8
YRSY,CTAF,CTAF,126.7
YRSY,MISC,MISC,135.7
YRTI,CTAF,CTAF,126
YRTI,FSS,PERTH RADAR,135.25
YRTP,CTAF,CTAF,124.8
YRTP,MISC,MISC,126.7
YRTP,MISC,MISC,126.8
YRUD,CTAF,CTAF,123.4
YRUD,MISC,MISC,122.4
YRVE,CTAF,CTAF,134.2
YRVE,MISC,MISC,122.3
YRVE,MISC,MISC,124.3
YRWA,CTAF,CTAF,134.2
YRWA,MISC,MISC,119.6
YRWA,MISC,MISC,123.9
YRWH,CTAF,CTAF,118.6
YRWH,MISC,MISC,125.3
YRWH,MISC,MISC,127.1
YRXB,CTAF,CTAF,122
YRXB,MISC,MISC,122.4
YRYH,CTAF,CTAF,123.4
YRYH,MISC,MISC,122.4
YRYK,CTAF,CTAF,123.9
YRYK,MISC,MISC,119.6
YRYK,MISC,MISC,123.9
YSAH,CTAF,CTAF,123.9
YSAH,MISC,MISC,122.4
YSAI,CTAF,CTAF,123.4
YSAI,MISC,MISC,122.4
YSAN,CTAF,CTAF,122.6
YSAN,MISC,MISC,122.4
YSAR,CTAF,CTAF,120.7
YSAR,MISC,MISC,124.8
YSBK,GND,GND,119.9
YSBK,TWR,TWR,132.8
YSBK,CTAF,CTAF,132.8
YSBK,ATIS,ATIS,120.9
YSBK,FSS,SYDNEY CENTRE,124.55
YSBO,CTAF,CTAF,122.4
YSBO,MISC,MISC,119.8
YSCB,ATIS,ATIS,127.45
YSCB,APP/DEP EAST,Approach/Departure EAST of R35,124.5
YSCB,APP/DEP WEST,Approach/Departure WEST of R35 (MELBOURNE CNTR),125.9
YSCB,ATIS/VOR,ATIS AH,116.7
YSCB,GCCD,GND CLNC DEL,121.7
YSCB,TWR/CTAF,TWR (CTAF AH),118.7
YSCN,GND,GND,121.9
YSCN,TWR,TWR,120.1
YSCN,CTAF,CTAF,120.1
YSCN,ATIS,ATIS,125.1
YSCN,FSS,SYDNEY RADAR,124.55
YSCO,CTAF,CTAF,128
YSCO,FSS,BRISBANE CNTR,124.8
YSCR,CTAF,CTAF,119.6
YSCR,MISC,MISC,123.4
YSDL,CTAF,CTAF,122.1
YSDL,MISC,MISC,119.2
YSDL,MISC,MISC,125.8
YSDU,CTAF,CTAF,134
YSDU,FSS,MELBOURNE CNTR,123.9
YSDW,CTAF,CTAF,125.8
YSDW,MISC,MISC,119.2
YSDW,MISC,MISC,125.8
YSEN,CTAF,CTAF,119.1
YSEN,MISC,MISC,125.3
YSEN,MISC,MISC,135.25
YSFI,CTAF,CTAF,123.931
YSFI,MISC,MISC,122.4
YSFY,CTAF,CTAF,125.55
YSFY,MISC,MISC,125.8
YSGD,CTAF,CTAF,118.2
YSGD,MISC,MISC,119.2
YSGD,MISC,MISC,125.8
YSGE,CTAF,CTAF,126.7
YSGE,FSS,BRISBANE CNTR,118.95
YSGR,CTAF,CTAF,122.6
YSGR,MISC,MISC,122.6
YSGT,CTAF,CTAF,126.7
YSGT,MISC,MISC,122.4
YSGT,MISC,MISC,123.9
YSGW,CTAF,CTAF,126.7
YSHG,CTAF,CTAF,118.6
YSHG,MISC,MISC,122.1
YSHK,CTAF,CTAF/UNICOM,126.7
YSHK,FSS,MELBOURNE CNTR,122.1
YSHL,CTAF,CTAF,127.3
YSHL,FSS,SYDNEY RADAR,124.55
YSHN,CTAF,CTAF,119.1
YSHN,MISC,MISC,120
YSHN,MISC,MISC,125.3
YSHT,FSS,MELBOURNE CNTR,122.4
YSHT,UNIC,CTAF/UNICOM,118.8
YSHW,CTAF,CTAF,124.55
YSHW,MISC,MISC,119.5
YSIA,CTAF,CTAF,118.6
YSIA,MISC,MISC,122.1
YSII,CTAF,CTAF,124.8
YSII,MISC,MISC,126.8
YSLG,CTAF,CTAF,122.1
YSLG,MISC,MISC,122.1
YSLK,CTAF,CTAF,125.8
YSLK,MISC,MISC,120.6
YSLK,MISC,MISC,124.8
YSLN,CTAF,CTAF,118.2
YSLN,MISC,MISC,119.2
YSLN,MISC,MISC,125.8
YSLV,CTAF,CTAF,126.7
YSLV,MISC,MISC,120.6
YSLV,MISC,MISC,122.1
YSMI,CTAF,CTAF,119.1
YSMI,FSS,MELBOURNE CNTR,122.6
YSMP,CTAF,CTAF,122.1
YSMP,MISC,MISC,122.1
YSMR,CTAF,CTAF,118.6
YSMR,MISC,MISC,119.2
YSMR,MISC,MISC,125.8
YSMY,CTAF,CTAF,118.2
YSMY,MISC,MISC,119.2
YSMY,MISC,MISC,125.8
YSNB,CTAF,CTAF,126.7
YSNB,FSS,BRISBANE CNTR,118.15
YSNF,CTAF,CTAF,118.1
YSNF,FSS,AUCKLAND RDO,346.7
YSNT,CTAF,CTAF,118.15
YSNT,MISC,MISC,122.1
YSNW,GND,GND,135.85
YSNW,TWR,TWR,118.85
YSNW,CTAF,CTAF,118.85
YSNW,APP,APP,123.5
YSNW,ATIS,ATIS,28.04
YSNW,CLD,CLNC DEL,128.35
YSNW,FSS,MELBOURNE CNTR,121.2
YSOW,CTAF,CTAF,118.2
YSOW,MISC,MISC,122.6
YSPE,CTAF,CTAF,126.7
YSPE,FSS,BRISBANE CNTR,121.2
YSPF,CTAF,CTAF,120.15
YSPF,MISC,MISC,119.8
YSPI,CTAF,CTAF,122.3
YSPI,MISC,MISC,119.8
YSPK,CTAF,CTAF,126.7
YSPK,MISC,MISC,119.8
YSPT,CTAF,CTAF,119
YSPT,MISC,MISC,119.5
YSPV,CTAF,CTAF,125.4
YSPV,MISC,MISC,119.8
YSRD,CTAF,CTAF,126.7
YSRD,MISC,MISC,120.6
YSRD,MISC,MISC,122.1
YSRI,TWR,TWR,135.5
YSRI,CTAF,CTAF,135.5
YSRI,APP,SYDNEY APP,135.9
YSRI,ATIS,ATIS,34.7
YSRI,ACP,RICCOM COMD POST,26.17
YSRI,FSS,SYDNEY RADAR,124.55
YSRI,GCA,AMC OPS,34.94
YSRI,SFA,AOCS HF NET,897.4
YSRI,SMC,SMC,128.25
YSRI,SMCV,SMCV,121.65
YSRN,CTAF,CTAF,122.8
YSRN,MISC,MISC,119.2
YSRN,MISC,MISC,124.1
YSRN,MISC,MISC,125.8
YSRT,CTAF,CTAF,126
YSRT,MISC,MISC,119.2
YSRT,MISC,MISC,125.8
YSSY,GND,GND,121.7
YSSY,TWR,TWR,120.5
YSSY,APP,APP,135.1
YSSY,DEP,DEP,123
YSSY,ATIS,ATIS,115.55
YSSY,CLD,CLNC DEL,133.8
YSSY,OPS,RAAF AIR OPS,1123.5
YSTA,CTAF,CTAF,119.1
YSTA,FSS,MELBOURNE CNTR,125.8
YSTB,CTAF,CTAF,118.2
